Identifiant borne;Nom de la station;Type de connecteur;Statut de disponibilité;Présence câble attaché;Numéro de la voie;Ouverture au service commercial;Nom du réseau de charge;Propriétaire des bornes;Intitulé de la voie;Code postal;Ville;Pays;Coordonnées géographiques
FR*V75*EBELI*71*1*3;234 RUE DE TOLBIAC;CHAdeMO;Disponible;Oui;234;Oui;BELIB;;RUE DE TOLBIAC;75013;Paris;France;48.826504,2.343366
FR*V75*EBELI*19*1*1;RUE DE CRIMEE;E/F;Disponible;Non;27;Oui;BELIB;;RUE DE CRIMEE;75019;Paris;France;48.877409,2.392178
FR*V75*EBELI*28*1*1;RUE DE REAUMUR;T2;Disponible;Non;5;Oui;BELIB;;RUE DE REAUMUR;75003;Paris;France;48.864719,2.359043
FR*V75*EBELI*25*1*3;RUE ORDENER 2;T2;Hors communication;Non;27;Oui;BELIB;;RUE ORDENER;75018;Paris;;48.89311,2.34066
FR*V75*EBELI*13*1*3;BOULEVARD DE CLICHY;CHAdeMO;Hors communication;Oui;31;Oui;BELIB;;BOULEVARD DE CLICHY;75009;Paris;France;48.88264,2.335728
FR*V75*EBELI*98*1*1;Quai Henry IV;T3;Disponible;Non;4;Oui;BELIB;;quai Henry IV;75004;Paris;France;48.84998,2.36192
FR*V75*EBELI*98*1*1;Quai Henry IV;E/F;Disponible;Non;4;Oui;BELIB;;quai Henry IV;75004;Paris;France;48.84998,2.36192
FR*V75*EBELI*16*1*1;RUE CAULAINCOURT;Combo;Hors communication;Oui;103;Oui;BELIB;;RUE CAULAINCOURT;75018;Paris;France;48.889731,2.33891
FR*V75*EBELI*16*1*2;RUE CAULAINCOURT;E/F;Hors communication;Non;103;Oui;BELIB;;RUE CAULAINCOURT;75018;Paris;France;48.889731,2.33891
FR*V75*EBELI*64*1*3;52 RUE ETIENNE MARCEL;Combo;Disponible;Oui;52;Oui;BELIB;;RUE ETIENNE MARCEL;75002;Paris;France;48.865788,2.342244
FR*V75*EBELI*53*1*3;RUE DESNOUETTES;T2;En diagnostic;Non;55;Oui;BELIB;;RUE DESNOUETTES;75015;Paris;France;48.835709,2.286912
FR*V75*EBELI*39*1*2;AVENUE DE VILLARS;E/F;Disponible;Non;9;Oui;BELIB;;AVENUE DE VILLARS;75007;Paris;France;48.852665,2.31368
FR*V75*EBELI*37*1*3;RUE DU BAC;CHAdeMO;Disponible;Oui;35;Oui;BELIB;;RUE DU BAC;75007;Paris;France;48.857124,2.327753
FR*V75*EBELI*92*1*2;Rue de La Convention;E/F;Disponible;Non;99;Oui;BELIB;;Rue de la Convention;75015;Paris;France;48.841663,2.286931
FR*V75*EBELI*17*1*3;RUE CHANGARNIER;CHAdeMO;Disponible;Oui;4;Oui;BELIB;;Rue Changarnier;75012;Paris;France;48.8452653,2.4112383
FR*V75*EBELI*17*1*1;RUE CHANGARNIER;T3;Disponible;Non;4;Oui;BELIB;;Rue Changarnier;75012;Paris;France;48.8452653,2.4112383
FR*V75*EBELI*11*1*3;AVENUE PAUL DOUMER;T2;Disponible;Non;24;Oui;BELIB;;AVENUE PAUL DOUMER;75016;Paris;France;48.861016,2.28308
FR*V75*EBELI*11*1*3;AVENUE PAUL DOUMER;CHAdeMO;Disponible;Oui;24;Oui;BELIB;;AVENUE PAUL DOUMER;75016;Paris;France;48.861016,2.28308
FR*V75*EBELI*12*1*3;AVENUE REILLE;CHAdeMO;En diagnostic;Oui;46;Oui;BELIB;;AVENUE REILLE;75014;Paris;France;48.824388,2.336857
FR*V75*EBELI*21*1*3;RUE DE TOLBIAC;T3;Disponible;Non;145;Oui;BELIB;;Rue de Tolbiac;75013;Paris;France;48.8260387,2.3581456
FR*V75*EBELI*21*1*3;RUE DE TOLBIAC;Combo;Disponible;Oui;145;Oui;BELIB;;Rue de Tolbiac;75013;Paris;France;48.8260387,2.3581456
FR*V75*EBELI*21*1*1;RUE DE TOLBIAC;CHAdeMO;En diagnostic;Oui;145;Oui;BELIB;;Rue de Tolbiac;75013;Paris;France;48.8260387,2.3581456
FR*V75*EBELI*30*1*1;PLACE DU PANTHEON;T2;Disponible;Non;17;Oui;BELIB;;PLACE DU PANTHEON;75005;Paris;France;48.845715,2.345032
FR*V75*EBELI*51*1*3;BD EDGARD QUINET;CHAdeMO;Disponible;Oui;9;Oui;BELIB;;BD EDGARD QUINET;75014;Paris;France;48.841198,2.323891
FR*V75*EBELI*51*1*1;BD EDGARD QUINET;T3;Disponible;Non;9;Oui;BELIB;;BD EDGARD QUINET;75014;Paris;France;48.841198,2.323891
FR*V75*EBELI*81*1*1;AVENUE DE SAINT OUEN;T2;Disponible;Non;60;Oui;BELIB;;AVENUE DE SAINT OUEN;75018;Paris;France;48.891102,2.327102
FR*V75*EBELI*97*1*1;Docteur Goujon;T3;Neutralisé;Non;5;Oui;BELIB;;Rue Docteur Goujon;75012;Paris;France;48.839947,2.397822
FR*V75*EBELI*97*1*3;Docteur Goujon;E/F;Occupé;Non;5;Oui;BELIB;;Rue Docteur Goujon;75012;Paris;France;48.839947,2.397822
FR*V75*EBELI*9*1*1;AVENUE DES TERNES;CHAdeMO;Disponible;Oui;36;Oui;BELIB;;AVENUE DES TERNES;75017;Paris;France;48.878965,2.293606
FR*V75*EBELI*45*1*3;AVENUE PARMENTIER;Combo;Disponible;Oui;4;Oui;BELIB;;AVENUE PARMENTIER;75011;Paris;France;48.858952,2.379874
FR*V75*EBELI*45*1*1;AVENUE PARMENTIER;E/F;Disponible;Non;4;Oui;BELIB;;AVENUE PARMENTIER;75011;Paris;France;48.858952,2.379874
FR*V75*EBELI*91*1*1;RUE DES PYRENEES;T3;Disponible;Non;127;Oui;BELIB;;RUE DES PYRENEES;75020;Paris;France;48.857094,2.403802
FR*V75*EBELI*63*1*3;BOULEVARD DES CAPUCINES;E/F;Disponible;Non;7;Oui;BELIB;;BOULEVARD DES CAPUCINES;75002;Paris;France;48.870628,2.33321
FR*V75*EBELI*69*1*1;BOULEVARD DIDEROT;Combo;Disponible;Oui;126;Oui;BELIB;;BOULEVARD DIDEROT;75012;Paris;France;48.847446,2.38804
FR*V75*EBELI*46*1*3;COURS DE VINCENNES;Combo;Occupé;Oui;66;Oui;BELIB;;COURS DE VINCENNES;75012;Paris;France;48.847485,2.401736
FR*V75*EBELI*96*1*1;Berbier du Mets;E/F;Neutralisé;Non;21;Oui;BELIB;;Rue Berbier du Mets;75013;Paris;France;48.835499,2.34965
FR*V75*EBELI*88*1*1;RUE REGNAULT;CHAdeMO;Disponible;Oui;118;Oui;BELIB;;RUE REGNAULT;75013;Paris;France;48.82312,2.367798
FR*V75*EBELI*88*1*3;RUE REGNAULT;T3;Disponible;Non;118;Oui;BELIB;;RUE REGNAULT;75013;Paris;France;48.82312,2.367798
FR*V75*EBELI*74*1*2;RUE DE VOUILLE;E/F;Occupé;Non;25;Oui;BELIB;;RUE DE VOUILLE;75015;Paris;France;48.834705,2.305529
FR*V75*EBELI*18*1*3;RUE CHARDON LAGACHE;Combo;Disponible;Oui;2;Oui;BELIB;;RUE CHARDON LAGACHE;75016;Paris;France;48.846761,2.268339
FR*V75*EBELI*18*1*1;RUE CHARDON LAGACHE;E/F;Neutralisé;Non;2;Oui;BELIB;;RUE CHARDON LAGACHE;75016;Paris;France;48.846761,2.268339
FR*V75*EBELI*18*1*2;RUE CHARDON LAGACHE;E/F;Disponible;Non;2;Oui;BELIB;;RUE CHARDON LAGACHE;75016;Paris;France;48.846761,2.268339
FR*V75*EBELI*70*1*3;AVENUE DU GENERAL DODDS;E/F;Disponible;Non;3;Oui;BELIB;;AVENUE DU GENERAL DODDS;75012;Paris;France;48.834084,2.405248
FR*V75*EBELI*78*1*1;BOULEVARD MURAT;T3;Neutralisé;Non;15;Oui;BELIB;;BOULEVARD MURAT;75016;Paris;France;48.846653,2.258213
FR*V75*EBELI*78*1*3;BOULEVARD MURAT;E/F;Neutralisé;Non;15;Oui;BELIB;;BOULEVARD MURAT;75016;Paris;France;48.846653,2.258213
FR*V75*EBELI*7*1*2;BOULEVARD VOLTAIRE;E/F;En diagnostic;Non;206;Oui;BELIB;;Boulevard Voltaire;75011;Paris;France;48.8534452,2.3868802
FR*V75*EBELI*23*1*1;RUE SAINT MAUR;T2;Hors communication;Non;94;Oui;BELIB;;Rue Saint-Maur;75011;Paris;France;48.865358,2.3779388
FR*V75*EBELI*29*1*1;QUAI DU MARCHE NEUF;T3;Hors communication;Non;4;Oui;BELIB;;QUAI DU MARCHE NEUF;75004;Paris;France;48.854057,2.34556
FR*V75*EBELI*56*1*3;RUE ANTONIN MERCIE;Combo;En diagnostic;Oui;2;Oui;BELIB;;Rue Antonin Mercié;75015;Paris;France;48.828454,2.3006428
FR*V75*EBELI*56*1*1;RUE ANTONIN MERCIE;Combo;En diagnostic;Oui;2;Oui;BELIB;;Rue Antonin Mercié;75015;Paris;France;48.828454,2.3006428
FR*V75*EBELI*28*1*1;RUE DE REAUMUR;E/F;Disponible;Non;5;Oui;BELIB;;RUE DE REAUMUR;75003;Paris;France;48.864719,2.359043
FR*SOD*E*BELI*25*1*2*_;RUE ORDENER 2;E/F;Disponible;Non;27;Oui;;;RUE ORDENER;75018;Paris;;48.89311,2.34066
FR*V75*EBELI*25*1*3;RUE ORDENER 2;T3;Hors communication;Non;27;Oui;BELIB;;RUE ORDENER;75018;Paris;;48.89311,2.34066
FR*V75*EBELI*25*1*3;RUE ORDENER 2;E/F;Hors communication;Non;27;Oui;BELIB;;RUE ORDENER;75018;Paris;;48.89311,2.34066
FR*V75*EBELI*6*1*1;PLACE ARMAND CARREL;Combo;Hors communication;Oui;4;Oui;BELIB;;PLACE ARMAND CARREL;75019;Paris;France;48.882794,2.382705
FR*V75*EBELI*57*1*1;AVENUE GOURGAUD;T3;En diagnostic;Non;4;Oui;BELIB;;AV GOURGAUD;75017;Paris;France;48.885689,2.297463
FR*V75*EBELI*57*1*1;AVENUE GOURGAUD;Combo;En diagnostic;Oui;4;Oui;BELIB;;AV GOURGAUD;75017;Paris;France;48.885689,2.297463
FR*V75*EBELI*83*1*3;BOULEVARD SERURIER;T2;Disponible;Non;54;Oui;BELIB;;BOULEVARD SERURIER;75019;Paris;France;48.880421,2.398476
FR*V75*EBELI*47*1*1;BOULEVARD MASSENA;T2;En diagnostic;Non;107;Oui;BELIB;;BOULEVARD MASSENA;75013;Paris;France;48.820007,2.365661
FR*V75*EBELI*98*1*3;Quai Henry IV;CHAdeMO;Disponible;Oui;4;Oui;BELIB;;quai Henry IV;75004;Paris;France;48.84998,2.36192
FR*V75*EBELI*64*1*1;52 RUE ETIENNE MARCEL;CHAdeMO;Disponible;Oui;52;Oui;BELIB;;RUE ETIENNE MARCEL;75002;Paris;France;48.865788,2.342244
FR*V75*EBELI*68*1*1;RUE DU FAUBOURG SAINT MARTIN;E/F;Disponible;Non;150;Oui;BELIB;;RUE DU FAUBOURG SAINT MARTIN;75010;Paris;France;48.875465,2.360103
FR*V75*EBELI*53*1*3;RUE DESNOUETTES;T3;En diagnostic;Non;55;Oui;BELIB;;RUE DESNOUETTES;75015;Paris;France;48.835709,2.286912
FR*V75*EBELI*99*1*1;Rue de Crimée;Combo;Disponible;Oui;14;Oui;BELIB;;rue de Crimée;75019;Paris;France;48.8778,2.39182
FR*V75*EBELI*82*1*1;RUE RIQUET;T2;Neutralisé;Non;39;Oui;BELIB;;RUE RIQUET;75019;Paris;France;48.889011,2.371768
FR*V75*EBELI*20*1*3;81 RUE DE ROME;CHAdeMO;Neutralisé;Oui;81;Oui;BELIB;;RUE DE ROME;75017;Paris;France;48.882718,2.319768
FR*V75*EBELI*32*1*3;RUE MONGE;T3;Disponible;Non;55;Oui;BELIB;;RUE MONGE;75005;Paris;France;48.84477,2.35242
FR*V75*EBELI*49*1*3;RUE DIDOT;CHAdeMO;Disponible;Oui;47;Oui;BELIB;;RUE DIDOT;75014;Paris;France;48.831448,2.320052
FR*V75*EBELI*35*1*1;AVENUE DE SAXE;CHAdeMO;Disponible;Oui;10;Oui;BELIB;;AV DE SAXE;75007;Paris;France;48.849911,2.307126
FR*V75*EBELI*11*1*3;AVENUE PAUL DOUMER;T3;Disponible;Non;24;Oui;BELIB;;AVENUE PAUL DOUMER;75016;Paris;France;48.861016,2.28308
FR*V75*EBELI*11*1*1;AVENUE PAUL DOUMER;T3;Disponible;Non;24;Oui;BELIB;;AVENUE PAUL DOUMER;75016;Paris;France;48.861016,2.28308
FR*V75*EBELI*80*1*1;RUE DES POISSONIERS;Combo;Disponible;Oui;150;Oui;BELIB;;RUE DES POISSONIERS;75018;Paris;France;48.897671,2.352758
FR*V75*EBELI*5*1*1;AV DUTUIT;Combo;Disponible;Oui;3;Oui;BELIB;;AV DUTUIT;75008;Paris;France;48.865501,2.315463
FR*V75*EBELI*24*1*3;RUE VILLIOT;E/F;Disponible;Non;20;Oui;BELIB;;RUE VILLIOT;75012;Paris;France;48.841742,2.375639
FR*V75*EBELI*24*1*1;RUE VILLIOT;T3;Disponible;Non;20;Oui;BELIB;;RUE VILLIOT;75012;Paris;France;48.841742,2.375639
FR*V75*EBELI*12*1*3;AVENUE REILLE;E/F;En diagnostic;Non;46;Oui;BELIB;;AVENUE REILLE;75014;Paris;France;48.824388,2.336857
FR*V75*EBELI*50*1*2;AVENUE DU MAINE;E/F;Occupé;Non;173;Oui;BELIB;;AV DU MAINE;75014;Paris;France;48.83086,2.325895
FR*V75*EBELI*76*1*1;AVENUE HENRI MARTIN;CHAdeMO;Disponible;Oui;101;Oui;BELIB;;AVENUE HENRI MARTIN;75016;Paris;France;48.863602,2.27153
FR*V75*EBELI*81*1*3;AVENUE DE SAINT OUEN;Combo;Disponible;Oui;60;Oui;BELIB;;AVENUE DE SAINT OUEN;75018;Paris;France;48.891102,2.327102
FR*V75*EBELI*9*1*3;AVENUE DES TERNES;E/F;Neutralisé;Non;36;Oui;BELIB;;AVENUE DES TERNES;75017;Paris;France;48.878965,2.293606
FR*V75*EBELI*89*1*3;RUE ADOLPHE MILLE;E/F;Disponible;Non;9;Oui;BELIB;;RUE ADOLPHE MILLE;75019;Paris;France;48.88842,2.388149
FR*V75*EBELI*93*1*3;Boulevard Emile Augier;Combo;Disponible;Oui;12;Oui;BELIB;;Boulevard Emile Augier;75116;Paris;France;48.859184,2.273944
FR*V75*EBELI*58*1*3;RUE DE COURCELLES;E/F;Disponible;Non;83;Oui;BELIB;;RUE DE COURCELLES;75017;Paris;France;48.879654,2.302442
FR*V75*EBELI*77*1*3;AVENUE MARCEL DORET;T2;Disponible;Non;4;Oui;BELIB;;AVENUE MARCEL DORET;75016;Paris;France;48.837055,2.259932
FR*V75*EBELI*46*1*1;COURS DE VINCENNES;E/F;Disponible;Non;66;Oui;BELIB;;COURS DE VINCENNES;75012;Paris;France;48.847485,2.401736
FR*V75*EBELI*96*1*3;Berbier du Mets;CHAdeMO;Disponible;Oui;21;Oui;BELIB;;Rue Berbier du Mets;75013;Paris;France;48.835499,2.34965
FR*V75*EBELI*88*1*3;RUE REGNAULT;T2;Disponible;Non;118;Oui;BELIB;;RUE REGNAULT;75013;Paris;France;48.82312,2.367798
FR*V75*EBELI*18*1*3;RUE CHARDON LAGACHE;T2;Disponible;Non;2;Oui;BELIB;;RUE CHARDON LAGACHE;75016;Paris;France;48.846761,2.268339
FR*V75*EBELI*94*1*1;Rue Baron Leroy;Combo;Disponible;Oui;54;Oui;BELIB;;Rue Baron Leroy;75013;Paris;France;48.833603,2.389173
FR*V75*EBELI*94*1*2;Rue Baron Leroy;E/F;Disponible;Non;54;Oui;BELIB;;Rue Baron Leroy;75013;Paris;France;48.833603,2.389173
FR*V75*EBELI*94*1*3;Rue Baron Leroy;Combo;Disponible;Oui;54;Oui;BELIB;;Rue Baron Leroy;75013;Paris;France;48.833603,2.389173
FR*V75*EBELI*70*1*1;AVENUE DU GENERAL DODDS;T2;Disponible;Non;3;Oui;BELIB;;AVENUE DU GENERAL DODDS;75012;Paris;France;48.834084,2.405248
FR*V75*EBELI*38*1*2;RUE PERIGNON;E/F;Occupé;Non;2;Oui;BELIB;;RUE PERIGNON;75007;Paris;France;48.847931,2.309952
FR*V75*EBELI*78*1*1;BOULEVARD MURAT;T2;Neutralisé;Non;15;Oui;BELIB;;BOULEVARD MURAT;75016;Paris;France;48.846653,2.258213
FR*V75*EBELI*84*1*1;RUE LOUIS LUMIERE;Combo;Occupé;Oui;104;Oui;BELIB;;RUE LOUIS LUMIERE;75020;Paris;France;48.863766,2.41177
FR*V75*EBELI*84*1*1;RUE LOUIS LUMIERE;CHAdeMO;Occupé;Oui;104;Oui;BELIB;;RUE LOUIS LUMIERE;75020;Paris;France;48.863766,2.41177
FR*V75*EBELI*71*1*1;234 RUE DE TOLBIAC;Combo;Disponible;Oui;234;Oui;BELIB;;RUE DE TOLBIAC;75013;Paris;France;48.826504,2.343366
FR*V75*EBELI*71*1*3;234 RUE DE TOLBIAC;T3;Disponible;Non;234;Oui;BELIB;;RUE DE TOLBIAC;75013;Paris;France;48.826504,2.343366
FR*V75*EBELI*79*1*3;BOULEVARD DE COURCELLES;Combo;Neutralisé;Oui;12;Oui;BELIB;;BOULEVARD DE COURCELLES;75017;Paris;France;48.881168,2.313751
FR*V75*EBELI*7*1*1;BOULEVARD VOLTAIRE;Combo;En diagnostic;Oui;206;Oui;BELIB;;Boulevard Voltaire;75011;Paris;France;48.8534452,2.3868802
FR*V75*EBELI*23*1*2;RUE SAINT MAUR;E/F;Hors communication;Non;94;Oui;BELIB;;Rue Saint-Maur;75011;Paris;France;48.865358,2.3779388
FR*V75*EBELI*29*1*3;QUAI DU MARCHE NEUF;T2;Hors communication;Non;4;Oui;BELIB;;QUAI DU MARCHE NEUF;75004;Paris;France;48.854057,2.34556
FR*V75*EBELI*29*1*1;QUAI DU MARCHE NEUF;Combo;Hors communication;Oui;4;Oui;BELIB;;QUAI DU MARCHE NEUF;75004;Paris;France;48.854057,2.34556
FR*V75*EBELI*72*1*1;RUE DE L'AMIRAL MOUCHEZ;CHAdeMO;Hors communication;Oui;77;Oui;BELIB;;RUE DE L'AMIRAL MOUCHEZ;75013;Paris;France;48.82085,2.343626
FR*V75*EBELI*87*1*3;RUE BOULEVARD DU TEMPLE;CHAdeMO;Disponible;Oui;27;Oui;BELIB;;BOULEVARD DU TEMPLE;75003;Paris;France;48.865097,2.36554
FR*V75*EBELI*19*1*3;RUE DE CRIMEE;CHAdeMO;Disponible;Oui;27;Oui;BELIB;;RUE DE CRIMEE;75019;Paris;France;48.877409,2.392178
FR*V75*EBELI*28*1*2;RUE DE REAUMUR;E/F;Disponible;Non;5;Oui;BELIB;;RUE DE REAUMUR;75003;Paris;France;48.864719,2.359043
FR*SOD*E*BELI*25*1*1*_;RUE ORDENER 2;T2;Disponible;Non;27;Oui;;;RUE ORDENER;75018;Paris;;48.89311,2.34066
FR*V75*EBELI*33*1*1;RUE DANTON;Combo;Disponible;Oui;7;Oui;BELIB;;RUE DANTON;75006;Paris;France;48.8524588,2.3414834
FR*V75*EBELI*52*1*3;RUE FABERT;T3;Hors communication;Non;22;Oui;BELIB;;RUE FABERT;75007;Paris;France;48.86154,2.31159
FR*V75*EBELI*65*1*3;RUE DE MEDICIS;E/F;Hors communication;Non;11;Oui;BELIB;;RUE DE MEDICIS;75006;Paris;France;48.84824,2.339865
FR*V75*EBELI*65*1*3;RUE DE MEDICIS;T2;Hors communication;Non;11;Oui;BELIB;;RUE DE MEDICIS;75006;Paris;France;48.84824,2.339865
FR*V75*EBELI*57*1*1;AVENUE GOURGAUD;E/F;En diagnostic;Non;4;Oui;BELIB;;AV GOURGAUD;75017;Paris;France;48.885689,2.297463
FR*V75*EBELI*8*1*1;AVENUE DE FLANDRE;Combo;Hors communication;Oui;10;Oui;BELIB;;Avenue de Flandre;75019;Paris;France;48.8847205,2.3699612
FR*V75*EBELI*60*1*3;AVENUE GAMBETTA;E/F;Disponible;Non;227;Oui;BELIB;;AVENUE GAMBETTA;75020;Paris;France;48.874134,2.405196
FR*V75*EBELI*95*1*1;Paris - avenue iena;T3;Hors communication;Non;37;Oui;BELIB;;Avenue iena;75016;Paris;France;48.868511,2.295469
FR*V75*EBELI*39*1*3;AVENUE DE VILLARS;CHAdeMO;Disponible;Oui;9;Oui;BELIB;;AVENUE DE VILLARS;75007;Paris;France;48.852665,2.31368
FR*V75*EBELI*66*1*2;RUE DE SEVRES;E/F;Hors communication;Non;20;Oui;BELIB;;RUE DE SEVRES;75007;Paris;France;48.851025,2.326367
FR*V75*EBELI*41*1*1;RUE PIERRE CHARRON;T2;Disponible;Non;55;Oui;BELIB;;RUE PIERRE CHARRON;75008;Paris;France;48.86937,2.303269
FR*V75*EBELI*41*1*1;RUE PIERRE CHARRON;E/F;Disponible;Non;55;Oui;BELIB;;RUE PIERRE CHARRON;75008;Paris;France;48.86937,2.303269
FR*V75*EBELI*37*1*1;RUE DU BAC;T2;Disponible;Non;35;Oui;BELIB;;RUE DU BAC;75007;Paris;France;48.857124,2.327753
FR*V75*EBELI*32*1*1;RUE MONGE;E/F;Disponible;Non;55;Oui;BELIB;;RUE MONGE;75005;Paris;France;48.84477,2.35242
FR*V75*EBELI*92*1*3;Rue de La Convention;Combo;Disponible;Oui;99;Oui;BELIB;;Rue de la Convention;75015;Paris;France;48.841663,2.286931
FR*V75*EBELI*17*1*1;RUE CHANGARNIER;E/F;Disponible;Non;4;Oui;BELIB;;Rue Changarnier;75012;Paris;France;48.8452653,2.4112383
FR*V75*EBELI*59*1*3;AVENUE DE LA PORTE DE VILLIERS;Combo;Neutralisé;Oui;2;Oui;BELIB;;AV DE LA PORTE DE VILLIERS;75017;Paris;France;48.883282,2.286938
FR*V75*EBELI*1*1*3;Place Saint Gervais;CHAdeMO;Occupé;Oui;4;Oui;BELIB;;PLACE SAINT GERVAIS;75004;Paris;France;48.855667,2.354089
FR*V75*EBELI*5*1*1;AV DUTUIT;CHAdeMO;Disponible;Oui;3;Oui;BELIB;;AV DUTUIT;75008;Paris;France;48.865501,2.315463
FR*V75*EBELI*12*1*3;AVENUE REILLE;Combo;En diagnostic;Oui;46;Oui;BELIB;;AVENUE REILLE;75014;Paris;France;48.824388,2.336857
FR*V75*EBELI*12*1*1;AVENUE REILLE;T2;Disponible;Non;46;Oui;BELIB;;AVENUE REILLE;75014;Paris;France;48.824388,2.336857
FR*V75*EBELI*12*1*1;AVENUE REILLE;T3;Disponible;Non;46;Oui;BELIB;;AVENUE REILLE;75014;Paris;France;48.824388,2.336857
FR*V75*EBELI*51*1*2;BD EDGARD QUINET;E/F;Occupé;Non;9;Oui;BELIB;;BD EDGARD QUINET;75014;Paris;France;48.841198,2.323891
FR*V75*EBELI*51*1*1;BD EDGARD QUINET;E/F;Disponible;Non;9;Oui;BELIB;;BD EDGARD QUINET;75014;Paris;France;48.841198,2.323891
FR*V75*EBELI*51*1*1;BD EDGARD QUINET;T2;Disponible;Non;9;Oui;BELIB;;BD EDGARD QUINET;75014;Paris;France;48.841198,2.323891
FR*V75*EBELI*76*1*1;AVENUE HENRI MARTIN;T2;Disponible;Non;101;Oui;BELIB;;AVENUE HENRI MARTIN;75016;Paris;France;48.863602,2.27153
FR*V75*EBELI*9*1*3;AVENUE DES TERNES;Combo;Neutralisé;Oui;36;Oui;BELIB;;AVENUE DES TERNES;75017;Paris;France;48.878965,2.293606
FR*V75*EBELI*89*1*3;RUE ADOLPHE MILLE;Combo;Disponible;Oui;9;Oui;BELIB;;RUE ADOLPHE MILLE;75019;Paris;France;48.88842,2.388149
FR*V75*EBELI*93*1*2;Boulevard Emile Augier;E/F;Occupé;Non;12;Oui;BELIB;;Boulevard Emile Augier;75116;Paris;France;48.859184,2.273944
FR*V75*EBELI*58*1*1;RUE DE COURCELLES;T3;Occupé;Non;83;Oui;BELIB;;RUE DE COURCELLES;75017;Paris;France;48.879654,2.302442
FR*V75*EBELI*58*1*3;RUE DE COURCELLES;T3;Disponible;Non;83;Oui;BELIB;;RUE DE COURCELLES;75017;Paris;France;48.879654,2.302442
FR*V75*EBELI*69*1*1;BOULEVARD DIDEROT;E/F;Disponible;Non;126;Oui;BELIB;;BOULEVARD DIDEROT;75012;Paris;France;48.847446,2.38804
FR*V75*EBELI*69*1*3;BOULEVARD DIDEROT;Combo;Occupé;Oui;126;Oui;BELIB;;BOULEVARD DIDEROT;75012;Paris;France;48.847446,2.38804
FR*V75*EBELI*46*1*3;COURS DE VINCENNES;CHAdeMO;Occupé;Oui;66;Oui;BELIB;;COURS DE VINCENNES;75012;Paris;France;48.847485,2.401736
FR*V75*EBELI*31*1*3;RUE SAINT JACQUES;T2;Disponible;Non;32;Oui;BELIB;;RUE SAINT JACQUES;75005;Paris;France;48.85104,2.345493
FR*V75*EBELI*3*1*3;AVENUE DE LA GRANDE ARMEE;E/F;Disponible;Non;77;Oui;BELIB;;AVENUE DE LA GRANDE ARMEE;75016;Paris;France;48.876162,2.286403
FR*V75*EBELI*3*1*3;AVENUE DE LA GRANDE ARMEE;T2;Disponible;Non;77;Oui;BELIB;;AVENUE DE LA GRANDE ARMEE;75016;Paris;France;48.876162,2.286403
FR*V75*EBELI*38*1*3;RUE PERIGNON;T3;Disponible;Non;2;Oui;BELIB;;RUE PERIGNON;75007;Paris;France;48.847931,2.309952
FR*V75*EBELI*38*1*3;RUE PERIGNON;E/F;Disponible;Non;2;Oui;BELIB;;RUE PERIGNON;75007;Paris;France;48.847931,2.309952
FR*V75*EBELI*78*1*3;BOULEVARD MURAT;T3;Neutralisé;Non;15;Oui;BELIB;;BOULEVARD MURAT;75016;Paris;France;48.846653,2.258213
FR*V75*EBELI*71*1*1;234 RUE DE TOLBIAC;E/F;Disponible;Non;234;Oui;BELIB;;RUE DE TOLBIAC;75013;Paris;France;48.826504,2.343366
FR*V75*EBELI*71*1*1;234 RUE DE TOLBIAC;CHAdeMO;Disponible;Oui;234;Oui;BELIB;;RUE DE TOLBIAC;75013;Paris;France;48.826504,2.343366
FR*V75*EBELI*56*1*1;RUE ANTONIN MERCIE;T2;En diagnostic;Non;2;Oui;BELIB;;Rue Antonin Mercié;75015;Paris;France;48.828454,2.3006428
FR*V75*EBELI*72*1*3;RUE DE L'AMIRAL MOUCHEZ;E/F;Hors communication;Non;77;Oui;BELIB;;RUE DE L'AMIRAL MOUCHEZ;75013;Paris;France;48.82085,2.343626
FR*V75*EBELI*72*1*3;RUE DE L'AMIRAL MOUCHEZ;T3;Hors communication;Non;77;Oui;BELIB;;RUE DE L'AMIRAL MOUCHEZ;75013;Paris;France;48.82085,2.343626
FR*V75*EBELI*87*1*1;RUE BOULEVARD DU TEMPLE;T3;Disponible;Non;27;Oui;BELIB;;BOULEVARD DU TEMPLE;75003;Paris;France;48.865097,2.36554
FR*V75*EBELI*87*1*3;RUE BOULEVARD DU TEMPLE;T2;Disponible;Non;27;Oui;BELIB;;BOULEVARD DU TEMPLE;75003;Paris;France;48.865097,2.36554
FR*V75*EBELI*2*1*3;RUE LA FAYETTE;T3;En diagnostic;Non;137;Oui;BELIB;;RUE LA FAYETTE;75010;Paris;France;48.878897,2.355064
FR*V75*EBELI*2*1*1;RUE LA FAYETTE;T2;En diagnostic;Non;137;Oui;BELIB;;RUE LA FAYETTE;75010;Paris;France;48.878897,2.355064
FR*V75*EBELI*2*1*2;RUE LA FAYETTE;E/F;En diagnostic;Non;137;Oui;BELIB;;RUE LA FAYETTE;75010;Paris;France;48.878897,2.355064
FR*V75*EBELI*52*1*1;RUE FABERT;T3;Hors communication;Non;22;Oui;BELIB;;RUE FABERT;75007;Paris;France;48.86154,2.31159
FR*V75*EBELI*52*1*1;RUE FABERT;E/F;Hors communication;Non;22;Oui;BELIB;;RUE FABERT;75007;Paris;France;48.86154,2.31159
